,,true_att,false_att,true_AM,false_AM,true_VM,false_VM,true_AM_arch,false_AM_arch,true_VM_arch,false_VM_arch
0,0,300483,1574500,615383,1259600,615383,1385560,816185,1133640,489423,1385560
