epoch,train_loss,val_loss,train_acc,val_acc
34,0.5527078989124674,0.5860141798928943,0.7595866141732284,0.7527165354330708
35,0.5482835091052093,0.5579830435121089,0.7598228346456692,0.7566929133858268
36,0.5460637723883306,0.5943433444956387,0.7613188976377953,0.7405511811023622
37,0.5472515023881056,0.5551294571806862,0.7616437007874016,0.7630708661417323
38,0.5438766980546665,0.5600693126019062,0.76248031496063,0.7516141732283464
39,0.5413758756044342,0.5323405070253824,0.7636811023622048,0.7667322834645669
40,0.5387373494773399,0.5351677464335332,0.7652952755905512,0.769763779527559
41,0.5357692054406864,0.5629394371390943,0.7660433070866142,0.7614173228346457
42,0.5337104366942653,0.593748448289912,0.7663976377952756,0.7461417322834646
43,0.5322692295744663,0.5331839052608391,0.7669586614173228,0.7687007874015748
44,0.5332458622483757,0.5318353474327839,0.7673720472440945,0.7703149606299212
45,0.5278103728134801,0.5438000175266783,0.7702066929133858,0.7625590551181103
46,0.5260255870246512,0.5379828176547958,0.7703248031496063,0.7654330708661418
47,0.5247646106087317,0.526431886634088,0.771013779527559,0.7781102362204725
48,0.523382325688685,0.5347488518963833,0.7710531496062992,0.7581102362204725
49,0.5218790767558916,0.5323638362383062,0.7722244094488189,0.7719291338582677
50,0.5196158595113304,0.5300835246778556,0.77125,0.7710629921259843
51,0.5189947929767174,0.5643532146472174,0.7734055118110236,0.7554724409448819
52,0.5177100353682135,0.5146847679197638,0.7733169291338583,0.7766535433070866
53,0.5147006455275017,0.5261805990631094,0.7754035433070866,0.7686220472440944
54,0.5123994724581561,0.5310746082093013,0.7759350393700788,0.7729527559055118
55,0.511993608484118,0.5112497986714245,0.7767322834645669,0.7772834645669291
56,0.509921510473011,0.5306287906519712,0.777253937007874,0.769251968503937
57,0.5067223286769521,0.5371875653151301,0.7779527559055118,0.7737007874015748
58,0.5063715411640528,0.5460336332770078,0.7790452755905511,0.7659055118110236
59,0.5045815674057157,0.5031904211873072,0.7781397637795275,0.7795669291338583
60,0.5040455966812419,0.51351730469192,0.7789271653543307,0.7791338582677165
61,0.5012335624375681,0.4991246015771811,0.7806889763779528,0.7837007874015748
62,0.5001896013331225,0.5191312812137363,0.7818602362204724,0.7731889763779528
63,0.5027723635087802,0.5318518033255858,0.7796062992125984,0.7713385826771654
64,0.4993900599911457,0.5108534897342136,0.7803248031496063,0.7758267716535433
65,0.4979396734744545,0.5138605317143109,0.7822342519685039,0.7819685039370079
66,0.49476550491776056,0.49672903676027014,0.7839862204724409,0.7846456692913386
67,0.4920424064735728,0.4944325203934605,0.7839566929133859,0.7899212598425197
68,0.49392959528082,0.5056928145307438,0.7831496062992126,0.7800393700787401
69,0.4893958082654345,0.49216984403824027,0.7852165354330709,0.7862204724409448
70,0.48945459079085374,0.5156048306402391,0.7860826771653543,0.7748031496062993
71,0.4899590261902396,0.5047231710865455,0.7848129921259842,0.7829133858267716
72,0.4877050745017885,0.482912574216761,0.7863779527559055,0.788503937007874
73,0.4880215137305222,0.4954603105708394,0.7858858267716535,0.7843700787401575
74,0.4847688551024189,0.4989375307480394,0.7866141732283465,0.7813779527559055
75,0.48520233754097947,0.5052235298215292,0.7876181102362205,0.779488188976378
76,0.48477272801981197,0.5006868073937274,0.7887795275590551,0.7825984251968504
77,0.4828372222443265,0.497035407862375,0.7881496062992126,0.7871653543307087
78,0.4820084988413833,0.49167979011307433,0.7886614173228347,0.7903937007874016
79,0.482212744965328,0.5246224197880447,0.789498031496063,0.7785433070866141
80,0.4776999250171691,0.49178405087300453,0.7911220472440945,0.7917322834645669
81,0.4795830431087749,0.49774405461564775,0.7888188976377952,0.7883070866141733
82,0.4773009353500652,0.49118905666493046,0.7909350393700787,0.7887007874015748
83,0.47556159702811657,0.48275335202514374,0.7918110236220472,0.7854330708661418
84,0.47739407463336553,0.4773809577828691,0.7909744094488189,0.7918110236220472
85,0.4744691647413209,0.48056079603037244,0.7919291338582677,0.7920472440944882
86,0.4734807393119091,0.5038400011263806,0.7932972440944882,0.7827165354330708
87,0.47189264780893103,0.47909176188241925,0.7941830708661417,0.7933464566929134
88,0.4714362393401739,0.48923842522599537,0.7930118110236221,0.7878740157480315
89,0.4715950634019581,0.5103272851228113,0.793740157480315,0.7822834645669291
90,0.46866600070412706,0.48341445564773283,0.7947834645669292,0.7920866141732283
91,0.4676474716672747,0.4804533009865422,0.7952854330708662,0.7914566929133858
92,0.4682656918078896,0.496380238730451,0.7962992125984252,0.7853149606299212
93,0.4678458863778377,0.48195881208860003,0.7949311023622048,0.7948425196850394
94,0.465786525959105,0.5040240524247551,0.796013779527559,0.7793307086614173
95,0.4648655691156237,0.4745042031860772,0.7953346456692914,0.7938976377952756
96,0.4643466122108182,0.4705690844383288,0.7972834645669291,0.7941732283464566
97,0.464368421651247,0.45774534840127384,0.7963976377952756,0.8003149606299212
98,0.463495363954484,0.48926088285235975,0.7958267716535433,0.7875196850393701
99,0.4620885070853346,0.46352252122061677,0.7967814960629921,0.7978740157480315
100,0.46253251153653063,0.4627378397346744,0.7970767716535433,0.8025196850393701
